"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"64976734","3846","","","","","03/10/2017 08:58:00","03/10/2017 08:59:00","Very satisfied","not required good enough service","Create a new account","Extremely easy",-
"64983084","3847","","","","","03/10/2017 10:07:00","03/10/2017 10:09:00","Very satisfied","Couldn`t","Sign in to my existing account","Extremely easy",-
"64984601","3848","","","","","03/10/2017 10:26:00","03/10/2017 10:29:00","Satisfied","had trouble with finding a consent form on line when changing O-licence holder, unclear or not there","Make changes to my existing Operator’s Licence","Fairly difficult ","No consent form found"
"64986204","3849","","","","","03/10/2017 10:44:00","03/10/2017 10:46:00","Very satisfied","ok as it is","Find licensing information","Neither easy nor difficult",-
"64990732","3850","","","","","03/10/2017 11:40:00","03/10/2017 11:42:00","Very satisfied","Excellent  Service","Find licensing information","Extremely easy",-
"64993695","3851","","","","","03/10/2017 12:17:00","03/10/2017 12:18:00","Very satisfied","NOTHING TO CHANGE OR IMPROVE AT PRESENT. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"64994739","3852","","","","","03/10/2017 12:31:00","03/10/2017 12:32:00","Satisfied","be quicker putting notices up","Bus registrations","Extremely easy",-
"64998417","3853","","","","","03/10/2017 13:14:00","03/10/2017 13:16:00","Very satisfied","It's an excellent service which reduces the amount of paperwork in the job, it's good to be able to change/complete things without the need for it","Make changes to my existing Operator’s Licence","Extremely easy",-
"64999017","3854","","","","","03/10/2017 13:21:00","03/10/2017 13:22:00","Very satisfied","It's fine","Make changes to my existing Operator’s Licence","Very easy",-
"65006671","3855","","","","","03/10/2017 14:50:00","03/10/2017 14:51:00","Very dissatisfied",".","Sign in to my existing account","Extremely difficult","."
"65009617","3856","","","","","03/10/2017 15:23:00","03/10/2017 15:25:00","Dissatisfied","I wanted to remove a vehicle but can't find out how on this site","Make changes to my existing Operator’s Licence","Extremely difficult","No link to what I required"
"65030726","3857","","","","","03/10/2017 22:28:00","03/10/2017 22:29:00","Satisfied","THE BUS REGISTRATION SEARCH COULD INCLUDE THE n&p NUMBER IN WHICH THE APPLICATION IS PUBLISHED","Bus registrations","Very easy",-
"65039537","3858","","","","","04/10/2017 08:15:00","04/10/2017 08:16:00","Very satisfied","Works for me","Sign in to my existing account","Extremely easy",-
"65042383","3859","","","","","04/10/2017 09:13:00","04/10/2017 09:16:00","Satisfied","Web page made slightly easier to navigate.","Find licensing information","Neither easy nor difficult",-
"65046223","3860","","","","","04/10/2017 10:09:00","04/10/2017 10:11:00","Very satisfied","show changes to vehicle numbers over time","Find licensing information","Very easy",-
"65046698","3861","","","","","04/10/2017 10:15:00","04/10/2017 10:16:00","Very satisfied","No improvement necessary, seems comprehensive","Sign in to my existing account","Extremely easy",-
"65049567","3862","","","","","04/10/2017 10:54:00","04/10/2017 10:55:00","Very satisfied","none of note","Make changes to my existing Operator’s Licence","Extremely easy",-
"65053915","3863","","","","","04/10/2017 11:50:00","04/10/2017 11:51:00","Very satisfied","it fine","Make changes to my existing Operator’s Licence","Extremely easy",-
"65054836","3864","","","","","04/10/2017 12:02:00","04/10/2017 12:05:00","Very satisfied","I,m  sure like anything it could be inproved  but once you start to use it it is very easy to follow ,so just keep it simple ","Make changes to my existing Operator’s Licence","Very easy",-
"65072617","3865","","","","","04/10/2017 16:06:00","04/10/2017 16:09:00","Very satisfied","Its very good as it is. Can't think what could be done to make it any better.","Make changes to my existing Operator’s Licence","Very easy",-
"65087257","3866","","","","","04/10/2017 21:15:00","04/10/2017 21:17:00","Neither satisfied nor dissatisfied","better directions of how to get hold of the right forms","Sign in to my existing account","Neither easy nor difficult",-
"65087341","3867","","","","","04/10/2017 21:17:00","04/10/2017 21:20:00","Neither satisfied nor dissatisfied","By asking the right questions I was after the form for renewing an operators licence but not available will ring much easier wrong questions being asked on survey ","Find licensing information","Extremely difficult","Not the right questions being asked "
"65095991","3868","","","","","05/10/2017 07:40:00","05/10/2017 07:41:00","Very satisfied",".","Find licensing information","Extremely easy",-
"65100533","3869","","","","","05/10/2017 09:13:00","05/10/2017 09:14:00","Very satisfied","works fine in current form","Find licensing information","Extremely easy",-
"65107369","3870","","","","","05/10/2017 10:44:00","05/10/2017 10:46:00","Very satisfied","this is the first time i have used this service as i am new to being an operators licence holder. the numerous phone calls i have made i have found to be very helpful and stress free. i would like to thank all staff i have spoken to for their support and understanding","Make changes to my existing Operator’s Licence","Extremely easy",-
"65108159","3871","","","","","05/10/2017 10:55:00","05/10/2017 10:57:00","Very satisfied","the service is working well","Sign in to my existing account","Extremely easy",-
"65109749","3872","","","","","05/10/2017 11:19:00","05/10/2017 11:20:00","Very satisfied","It is PERFECTLY FUNCTIONAL  as it is.","Sign in to my existing account","Extremely easy",-
"65110425","3873","","","","","05/10/2017 11:29:00","05/10/2017 11:30:00","Very satisfied","No improvement required","Make changes to my existing Operator’s Licence","Extremely easy",-
"65113754","3874","","","","","05/10/2017 12:12:00","05/10/2017 12:13:00","Very satisfied","No suggestions","Make changes to my existing Operator’s Licence","Extremely easy",-
"65121234","3875","","","","","05/10/2017 14:01:00","05/10/2017 14:02:00","Very satisfied","I find it to be very good and easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"65125455","3876","","","","","05/10/2017 15:00:00","05/10/2017 15:01:00","Very satisfied","its perfect no need","Find licensing information","Extremely easy",-
"65133061","3877","","","","","05/10/2017 16:59:00","05/10/2017 17:00:00","Very satisfied","Changing vehicles on the licence was simple, straightforward and efficient","Make changes to my existing Operator’s Licence","Extremely easy",-
"65134409","3878","","","","","05/10/2017 17:24:00","05/10/2017 17:26:00","Dissatisfied","Make applicants put an application number in their advert so it can be viewed.","Find licensing information","Extremely difficult","Cant find it or an easy way to get to it."
"65137235","3879","","","","","05/10/2017 18:30:00","05/10/2017 18:31:00","Very satisfied","Have links to see actual registrations in PDFs format.","Find licensing information","Very easy",-
"65138068","3880","","","","","05/10/2017 18:51:00","05/10/2017 18:52:00","Neither satisfied nor dissatisfied","It works very well leave it","Find licensing information","Extremely easy",-
"65148439","3881","","","","","05/10/2017 23:49:00","05/10/2017 23:50:00","Very satisfied","First time used it so not aware of any improvements required as yet","Find licensing information","Very easy",-
"65155044","3882","","","","","06/10/2017 08:22:00","06/10/2017 08:23:00","Satisfied","I don't think you can","Sign in to my existing account","Very easy",-
"65157081","3883","","","","","06/10/2017 09:02:00","06/10/2017 09:03:00","Very satisfied","Improved enough","Make changes to my existing Operator’s Licence","Extremely easy",-
"65160168","3884","","","","","06/10/2017 09:49:00","06/10/2017 09:50:00","Very satisfied","I do not feel any need for improvement","Make changes to my existing Operator’s Licence","Very easy",-
"65160995","3885","","","","","06/10/2017 09:59:00","06/10/2017 10:01:00","Very satisfied","do thing you can, it works well","Make changes to my existing Operator’s Licence","Extremely easy",-
"65177568","3886","","","","","06/10/2017 13:49:00","06/10/2017 13:50:00","Dissatisfied","I couldn't find the registration I wanted","Bus registrations","Extremely difficult","No easy search facility"
"65183565","3887","","","","","06/10/2017 14:45:00","06/10/2017 14:47:00","Very satisfied","Well as the saying goes, there's always room for improvement. But I find it hard to find where on this site as I was completely satisfied with the ease of use.","Make changes to my existing Operator’s Licence","Extremely easy",-
"65190947","3888","","","","","06/10/2017 16:08:00","06/10/2017 16:09:00","Very satisfied","not sure","Make changes to my existing Operator’s Licence","Extremely easy",-
"65214944","3889","","","","","07/10/2017 09:14:00","07/10/2017 09:15:00","Satisfied","the ability to search for particular VRMs by depot when looking at a company which has multiple companies under its main operating name which be very beneficial and much more useful, than having to search individually for VRMs operating out of a particular depot.","Find licensing information","Very easy",-
"65249268","3890","","","","","08/10/2017 11:04:00","08/10/2017 11:05:00","Very satisfied","Its so easy to use cannot think of any obvious improvements.","Make changes to my existing Operator’s Licence","Extremely easy",-
"65253737","3891","","","","","08/10/2017 14:07:00","08/10/2017 14:08:00","Very satisfied","KEEP SIMPLE","Sign in to my existing account","Extremely easy",-
"65254231","3892","","","","","08/10/2017 14:28:00","08/10/2017 14:29:00","Very satisfied","cant think of anything.","Make changes to my existing Operator’s Licence","Extremely easy",-
"65263374","3893","","","","","08/10/2017 20:21:00","08/10/2017 20:28:00","Very dissatisfied","when I try to sign in it goes to change password when I don't have to change password and says the same thing over and over again this has happened several times before not ideal time wasting would prefer to do it online because would be quicker ( needs sorting)","Sign in to my existing account","Neither easy nor difficult",-
"65284516","3894","","","","","09/10/2017 10:27:00","09/10/2017 10:30:00","Very satisfied","It is always possible to improve anything.but the service is excellent","Find licensing information","Extremely easy",-
"65286285","3895","","","","","09/10/2017 10:50:00","09/10/2017 10:52:00","Satisfied","I started to fill out a new app not realising as an existing licence holder we simply needed to do check the old details and renew so this could be made clearer on the system.","Make changes to my existing Operator’s Licence","Fairly difficult ","See previous comments."
"65292698","3896","","","","","09/10/2017 12:03:00","09/10/2017 12:04:00","Very satisfied","Easy to use, fine as it is.","Make changes to my existing Operator’s Licence","Extremely easy",-
"65299391","3897","","","","","09/10/2017 13:25:00","09/10/2017 13:26:00","Very satisfied","Completely satisfied - difficult to identify improvments","Find licensing information","Extremely easy",-
"65347245","3898","","","","","10/10/2017 08:47:00","10/10/2017 08:49:00","Very satisfied","The system is very easy to use and intuitive. Good work.","Find licensing information","Very easy",-
"65347413","3899","","","","","10/10/2017 08:50:00","10/10/2017 08:51:00","Dissatisfied","Requested a new log in from this service a week ago and still not received","Sign in to my existing account","Extremely difficult","It now says we are not registered and despite requesting a new activation this has still not been received"
"65351241","3900","","","","","10/10/2017 09:43:00","10/10/2017 09:44:00","Satisfied","None required","Create a new account","Very easy",-
"65355589","3901","","","","","10/10/2017 10:38:00","10/10/2017 10:42:00","Very satisfied","Maybe have the 'other options' menu drop down next to the tick box to select a vehicle, however this is a bit picky the site works really well ","Sign in to my existing account","Very easy",-
"65356937","3902","","","","","10/10/2017 10:55:00","10/10/2017 10:59:00","Very satisfied","For the amendments I made I can't see how it can be improved","Make changes to my existing Operator’s Licence","Extremely easy",-
"65369123","3903","","","","","10/10/2017 13:20:00","10/10/2017 13:20:00","Very satisfied","print off licences","Find licensing information","Extremely easy",-
"65371410","3904","","","","","10/10/2017 13:47:00","10/10/2017 13:48:00","Very satisfied","nothing","Find licensing information","Extremely easy",-
"65371974","3905","","","","","10/10/2017 13:55:00","10/10/2017 13:57:00","Satisfied","it is okay as it is.","Sign in to my existing account","Extremely easy",-
"65387828","3906","","","","","10/10/2017 16:50:00","10/10/2017 16:52:00","Very satisfied","I found what I needed so not sure how to improve service.","Sign in to my existing account","Very easy",-
"65395820","3907","","","","","10/10/2017 18:44:00","10/10/2017 18:45:00","Very satisfied","I'M QUITE HAPPY WITH THE SERVICE","Make changes to my existing Operator’s Licence","Very easy",-
"65401763","3908","","","","","10/10/2017 20:24:00","10/10/2017 20:25:00","Very satisfied","It satisfies all my requirements.","Make changes to my existing Operator’s Licence","Extremely easy",-
"65401729","3909","","","","","10/10/2017 20:23:00","10/10/2017 20:31:00","Very satisfied","Provide details of any restrictions on the licence notice on this website. - Provide proof that the operators site complies with highways minimum standards for access vision splays, minimum width of public access roads to the licensed site to encourage safe hgv operation and avoid possible illegal practices ( so called ""Spanish Practices"") by officers granting the license. - ","Find licensing information","Extremely easy",-
"65423926","3910","","","","","11/10/2017 09:42:00","11/10/2017 09:43:00","Very satisfied","No Recomendations","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"65428194","3911","","","","","11/10/2017 10:34:00","11/10/2017 10:36:00","Very satisfied","I think the service is very comprehensive and user friendly and personally speaking wouldn't change anything. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"65428959","3912","","","","","11/10/2017 10:44:00","11/10/2017 10:45:00","Very satisfied",".","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"65429244","3913","","","","","11/10/2017 10:47:00","11/10/2017 10:48:00","Very satisfied","There was nothing that I was using the service for today that requires improvement","Make changes to my existing Operator’s Licence","Extremely easy",-
"65435961","3914","","","","","11/10/2017 12:00:00","11/10/2017 12:01:00","Satisfied","No comment to improve, as I'm very satisfied.","Sign in to my existing account","Very easy",-
"65440238","3915","","","","","11/10/2017 12:52:00","11/10/2017 12:54:00","Very satisfied","Easy to use so cant think of anything.","Make changes to my existing Operator’s Licence","Very easy",-
"65470965","3916","","","","","11/10/2017 19:27:00","11/10/2017 19:29:00","Very satisfied","i got the info i needed today","Sign in to my existing account","Very easy",-
"65471013","3917","","","","","11/10/2017 19:27:00","11/10/2017 19:35:00","Dissatisfied","The service itself is very good, trying to get into it is an absolute joke. - Ive spent ten days logging in only to find Service Unavailable, please try later. - A colleague had to send me a link so I could finally remove a vehicle from my licence.","Make changes to my existing Operator’s Licence","Very easy",-
"65474391","3918","","","","","11/10/2017 20:38:00","11/10/2017 20:41:00","Dissatisfied","Make it impossible to get changing passwords wrong - I manage to do it every time -  tedious and timewasting","Sign in to my existing account","Extremely difficult","Keep telling me my new password is wrong then lock an account I've only just opened"
"65477163","3919","","","","","11/10/2017 21:43:00","11/10/2017 21:44:00","Very dissatisfied","give it to another company","Find licensing information","Very easy",-
"65483721","3920","","","","","12/10/2017 02:50:00","12/10/2017 02:52:00","Neither satisfied nor dissatisfied","TRYING TO FIND NEW ROUTE,,HOW DO I DO THIS FOR PC0001141/31","Bus registrations","Neither easy nor difficult",-
"65491929","3921","","","","","12/10/2017 09:04:00","12/10/2017 09:06:00","Very satisfied","Allow services to be registered online rather than relying on paper copies and the royal mail. PDF copies of route maps and timetables can be uploaded.","Find licensing information","Extremely easy",-
"65498313","3922","","","","","12/10/2017 10:24:00","12/10/2017 10:25:00","Very satisfied","With difficulty","Sign in to my existing account","Very easy",-
"65501323","3923","","","","","12/10/2017 10:55:00","12/10/2017 10:56:00","Very satisfied","its fine as it is, easy to understand and navigate","Make changes to my existing Operator’s Licence","Extremely easy",-
"65511228","3924","","","","","12/10/2017 12:52:00","12/10/2017 12:53:00","Very satisfied","all good","Make changes to my existing Operator’s Licence","Extremely easy",-
"65516527","3925","","","","","12/10/2017 13:56:00","12/10/2017 13:57:00","Very satisfied","none","Sign in to my existing account","Extremely easy",-
"65530059","3926","","","","","12/10/2017 15:57:00","12/10/2017 15:58:00","Very satisfied","Provide an over view of how the electronic application works. This was my 1st time and wasn't expecting extra questions that come up dependant on previous answers","Make changes to my existing Operator’s Licence","Very easy",-
"65536067","3927","","","","","12/10/2017 16:53:00","12/10/2017 16:54:00","Very satisfied",".","Find licensing information","Extremely easy",-
"65538821","3928","","","","","12/10/2017 17:27:00","12/10/2017 17:28:00","Very satisfied","I am very pleased with the service .","Make changes to my existing Operator’s Licence","Extremely easy",-
"65543117","3929","","","","","12/10/2017 18:36:00","12/10/2017 18:37:00","Very satisfied","Very satisfied","Make changes to my existing Operator’s Licence","Extremely easy",-
"65567317","3930","","","","","13/10/2017 09:20:00","13/10/2017 09:21:00","Very satisfied","Nothing everything was so clear","Create a new account","Extremely easy",-
"65567504","3931","","","","","13/10/2017 09:22:00","13/10/2017 09:23:00","Very satisfied","No Need To Improve","Make changes to my existing Operator’s Licence","Extremely easy",-
"65570644","3932","","","","","13/10/2017 10:03:00","13/10/2017 10:05:00","Very satisfied","no issues","Bus registrations","Extremely easy",-
"65570789","3933","","","","","13/10/2017 10:05:00","13/10/2017 10:06:00","Very satisfied","None","Find licensing information","Extremely easy",-
"65589886","3934","","","","","13/10/2017 13:52:00","13/10/2017 13:53:00","Very satisfied","Don't know if you could improve?","Make changes to my existing Operator’s Licence","Extremely easy",-
"65591933","3935","","","","","13/10/2017 14:15:00","13/10/2017 14:16:00","Very satisfied","NO","Find licensing information","Extremely easy",-
"65596239","3936","","","","","13/10/2017 14:59:00","13/10/2017 15:00:00","Very satisfied","Having operators in alphabetical order","Bus registrations","Very easy",-
"65598999","3937","","","","","13/10/2017 15:26:00","13/10/2017 15:28:00","Very dissatisfied","make it work,  you cannot do want the site suggests","Make changes to my existing Operator’s Licence","Extremely difficult","Because there is no way to apply to change licence on line"
"65626460","3938","","","","","13/10/2017 18:39:00","13/10/2017 18:43:00","Dissatisfied","I was looking for the licence and services operated by West Berkshire Council Transport Services and could not find them in either the operator or registration search. West Berkshire Council operates a number of local bus services around the Newbury area and I would have expected them to appear. However, all I can find are services operated by other operators.","Find licensing information","Neither easy nor difficult",-
"65650853","3939","","","","","14/10/2017 05:20:00","14/10/2017 05:21:00","Very satisfied","Much better than previous non digital service","Sign in to my existing account","Extremely easy",-
"65656514","3940","","","","","14/10/2017 08:47:00","14/10/2017 08:48:00","Very satisfied","Have a contact option, where an email can be submitted.","Make changes to my existing Operator’s Licence","Extremely easy",-
"65660702","3941","","","","","14/10/2017 10:16:00","14/10/2017 10:18:00","Very satisfied","No improvement necessary.","Sign in to my existing account","Very easy",-
"65664846","3942","","","","","14/10/2017 11:53:00","14/10/2017 11:55:00","Neither satisfied nor dissatisfied","Don`t like having to prove to a third party who i am and giving my credit card details to someone i don`t know","Make changes to my existing Operator’s Licence","Fairly difficult ","as per answer before"
"65687070","3943","","","","","14/10/2017 20:27:00","14/10/2017 20:31:00","Very dissatisfied","Let me get in it .","Make changes to my existing Operator’s Licence","Extremely difficult","Simply can’t  get in this site . Won’t let me set up . Won’t  - Let me do anything. - Et me "
"65687649","3944","","","","","14/10/2017 20:45:00","14/10/2017 20:47:00","Dissatisfied","Making the search better as I couldn,t find what I was looking for ","Find licensing information","Extremely difficult","I wrote a plate number and the research results was a long list of lorries and buses with different plate numbers. "
"65709083","3945","","","","","15/10/2017 12:39:00","15/10/2017 12:45:00","Dissatisfied","Only the first part of my application was ever put onto this system. Not one thing was ever put on after that.  I could not send information on it when requested. May as well just done it by post in the first place.","Apply for a new Operator’s licence","Extremely difficult","No explanation on what happens when you have objections. Every step seemed to take forever took two weeks for someone just to look at the initial application. Was told that even though I applied and paid for an interim that it had to go through the same process so would take just as long.  Was handeled by three different people rather than one. There seems to be no rush to process the application."
"65719610","3946","","","","","15/10/2017 17:06:00","15/10/2017 17:07:00","Dissatisfied","Try to achieve one thing and it does another?","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"65738894","3947","","","","","16/10/2017 06:45:00","16/10/2017 06:47:00","Satisfied","Response time is slow, an approx. completion date would be good","Make changes to my existing Operator’s Licence","Very easy",-
"65739567","3948","","","","","16/10/2017 07:17:00","16/10/2017 07:18:00","Neither satisfied nor dissatisfied","By confirming by email that a vehicle has been added to an operator's licence and advising when the disc would be sent.","Make changes to my existing Operator’s Licence","Very easy",-
"65739709","3949","","","","","16/10/2017 07:22:00","16/10/2017 07:26:00","Very satisfied","cant think of way to improve service","Make changes to my existing Operator’s Licence","Very easy",-
"65753298","3950","","","","","16/10/2017 10:37:00","16/10/2017 10:39:00","Very satisfied","IT WORKS FOR ME& I AM 79 NEXT MONTH!","Apply for a new Operator’s licence","Extremely easy",-
"65754142","3951","","","","","16/10/2017 10:44:00","16/10/2017 10:45:00","Very satisfied","I couldn't find an option to change our admin. Everything else was great.","Make changes to my existing Operator’s Licence","Very easy",-
"65758201","3952","","","","","16/10/2017 11:20:00","16/10/2017 11:22:00","Satisfied","The option to be able to search an download a specific EBSR for our area, as the only option currently is to scroll through the EBSR list.","Bus registrations","Very easy",-
"65780056","3953","","","","","16/10/2017 14:49:00","16/10/2017 14:49:00","Very satisfied","Include the OCRS Report","Sign in to my existing account","Extremely easy",-
"65780565","3954","","","","","16/10/2017 14:53:00","16/10/2017 14:54:00","Satisfied","Make it less computers ","Sign in to my existing account","Very easy",-
"65790977","3955","","","","","16/10/2017 16:17:00","16/10/2017 16:19:00","Satisfied","As of yet unable to use as my licence is still being processed due to my case worker Taking Leave ","Find licensing information","Neither easy nor difficult",-
"65800057","3956","","","","","16/10/2017 17:52:00","16/10/2017 17:53:00","Satisfied","none","Make changes to my existing Operator’s Licence","Very easy",-
"65824746","3957","","","","","17/10/2017 07:22:00","17/10/2017 07:27:00","Very satisfied","Its fine as is .","Make changes to my existing Operator’s Licence","Very easy",-
"65828090","3958","","","","","17/10/2017 08:37:00","17/10/2017 08:38:00","Very satisfied","Could we print our own disc ?","Make changes to my existing Operator’s Licence","Extremely easy",-
"65828102","3959","","","","","17/10/2017 08:37:00","17/10/2017 08:38:00","Very satisfied","very easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"65833657","3960","","","","","17/10/2017 09:35:00","17/10/2017 09:36:00","Very satisfied","No improvement needed.  Very easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"65833505","3961","","","","","17/10/2017 09:34:00","17/10/2017 09:37:00","Dissatisfied","to be given the option to notify of fixed penalty issues. - you send us a letter and we send a letter back to say we got the letter!!!!!!!!","Sign in to my existing account","Neither easy nor difficult",-
"65846681","3962","","","","","17/10/2017 11:45:00","17/10/2017 11:47:00","Very satisfied","Nothing i could think of at this time","Make changes to my existing Operator’s Licence","Extremely easy",-
"65850090","3963","","","","","17/10/2017 12:24:00","17/10/2017 12:25:00","Satisfied","I reprinted a couple of discs and there was nothing to state it had been completed","Sign in to my existing account","Extremely easy",-
"65850789","3964","","","","","17/10/2017 12:32:00","17/10/2017 12:33:00","Dissatisfied","THE SEARCH ENGINE IS VERY BAD AND BRINGS UP TOO MANY NAMES, EG R & b TRANSPORT BROUGHT UP 10,000 !!! NOT THE TIME TO GO THROUGH ALL THOSE.","Find licensing information","Neither easy nor difficult",-
"65854601","3965","","","","","17/10/2017 13:20:00","17/10/2017 13:21:00","Satisfied","no problems using this today","Make changes to my existing Operator’s Licence","Very easy",-
"65862731","3966","","","","","17/10/2017 14:45:00","17/10/2017 14:47:00","Very satisfied","No improvement needed, all is ok","Sign in to my existing account","Extremely easy",-
"65865702","3967","","","","","17/10/2017 15:20:00","17/10/2017 15:21:00","Satisfied","Some more online samples","Apply for a new Operator’s licence","Neither easy nor difficult",-
"65873446","3968","","","","","17/10/2017 16:42:00","17/10/2017 16:43:00","Very satisfied","Dont think it can be improved, always use the site and very happy with it.","Find licensing information","Extremely easy",-
"65873932","3969","","","","","17/10/2017 16:47:00","17/10/2017 16:49:00","Very satisfied","I AM VERY HAPPY WITH THE SERVICE PROVIDED ","Make changes to my existing Operator’s Licence","Extremely easy",-
"65879001","3970","","","","","17/10/2017 17:59:00","17/10/2017 18:01:00","Satisfied","don't know","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"65880808","3971","","","","","17/10/2017 18:35:00","17/10/2017 18:35:00","Very satisfied","n/a","Find licensing information","Extremely easy",-
"65891046","3972","","","","","17/10/2017 22:25:00","17/10/2017 22:27:00","Very satisfied","It would be more useful to me as an auditor if more details were available, e.g. Additional Undertakings, but I appreciate there are confidentiality issues. ","Find licensing information","Extremely easy",-
"65905097","3973","","","","","18/10/2017 09:03:00","18/10/2017 09:05:00","Very satisfied","No does what it says on the tin, easy, access great, information up to date, what more could a TM want?","Find licensing information","Extremely easy",-
"65906616","3974","","","","","18/10/2017 09:22:00","18/10/2017 09:22:00","Very satisfied","..","Sign in to my existing account","Extremely easy",-
"65908739","3975","","","","","18/10/2017 09:46:00","18/10/2017 09:56:00","Very satisfied","My interest lies with PSV licensing however on several occasions I have found that  some of my searches are found when selecting all types but do not appear if you  select to search just the PSV licences","Find licensing information","Very easy",-
"65912379","3976","","","","","18/10/2017 10:23:00","18/10/2017 10:24:00","Very dissatisfied","speed up actually have your staff use it ... service is appalling ","Apply for a new Operator’s licence","Very easy",-
"65914475","3977","","","","","18/10/2017 10:47:00","18/10/2017 10:49:00","Satisfied","When listing individual companies under the main operator, it would be very useful from a policing view to be able to click on the individual company which then lists the vehicles registered with it.  the only way to search is through the main licence number and it can be pages and pages of vehicles without knowing which company it is with.","Find licensing information","Neither easy nor difficult",-
"65920080","3978","","","","","18/10/2017 11:40:00","18/10/2017 11:40:00","Very satisfied","Nothing really","Make changes to my existing Operator’s Licence","Extremely easy",-
"65930161","3979","","","","","18/10/2017 13:29:00","18/10/2017 13:30:00","Very satisfied","Very helpful and easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"65933722","3980","","","","","18/10/2017 14:06:00","18/10/2017 14:08:00","Dissatisfied","The service used to verify me to sign online took 40 minutes and then did not work.  I had to go home to get my passport and even that did not help. Will not use it again.","Make changes to my existing Operator’s Licence","Fairly difficult ","Could not sign online due to difficulties with verification service"
"65936927","3981","","","","","18/10/2017 14:34:00","18/10/2017 14:35:00","Very satisfied","Very helpful and easy to use ","Make changes to my existing Operator’s Licence","Extremely easy",-
"65937131","3982","","","","","18/10/2017 14:36:00","18/10/2017 14:38:00","Very satisfied","I don't see any areas that need improving. This site is very easy to navigate.","Find licensing information","Extremely easy",-
"65944654","3983","","","","","18/10/2017 15:48:00","18/10/2017 15:49:00","Very satisfied","Fine as it is","Make changes to my existing Operator’s Licence","Extremely easy",-
"65950828","3984","","","","","18/10/2017 17:03:00","18/10/2017 17:04:00","Very dissatisfied","let me log in!!!!!!","Make changes to my existing Operator’s Licence","Extremely difficult","It wold not let me log into my account. -  - We have tried calling your HELPLINE!! 3 times now, spoken to different people and NOT ONE PERSON can help with our enquiry"
"65972922","3985","","","","","19/10/2017 07:59:00","19/10/2017 08:00:00","Very satisfied","A quicker easier return on replacement disc or do away with the discs.","Sign in to my existing account","Extremely easy",-
"65973864","3986","","","","","19/10/2017 08:23:00","19/10/2017 08:32:00","Very satisfied","The ability to archive old off licence vehicle. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"65984427","3987","","","","","19/10/2017 10:46:00","19/10/2017 10:47:00","Very satisfied","Don't know","Make changes to my existing Operator’s Licence","Extremely easy",-
"65985321","3988","","","","","19/10/2017 10:57:00","19/10/2017 10:59:00","Very satisfied","so far I think its okay no improvement necessary","Make changes to my existing Operator’s Licence","Extremely easy",-
"65994027","3989","","","","","19/10/2017 12:33:00","19/10/2017 12:34:00","Very satisfied","The service is a huge improvement on the old post and wait method..","Make changes to my existing Operator’s Licence","Extremely easy",-
"65997303","3990","","","","","19/10/2017 13:12:00","19/10/2017 13:13:00","Very satisfied","Keep making it user friendly with comments explaining eg pop up windows ","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"65997800","3991","","","","","19/10/2017 13:18:00","19/10/2017 13:19:00","Very satisfied","MORE INFORMATION ON FEES COULD BE USEFUL.","Sign in to my existing account","Extremely easy",-
"65998503","3992","","","","","19/10/2017 13:26:00","19/10/2017 13:27:00","Very satisfied","No improvement needed","Make changes to my existing Operator’s Licence","Extremely easy",-
"66004011","3993","","","","","19/10/2017 14:29:00","19/10/2017 14:31:00","Very satisfied","Had to navigate with no direction to add vehicle. Simple heading would have been helpful.","Make changes to my existing Operator’s Licence","Extremely easy",-
"66005981","3994","","","","","19/10/2017 14:48:00","19/10/2017 14:48:00","Satisfied","there are multiple entries for each licence on the search results","Find licensing information","Very easy",-
"66011106","3995","","","","","19/10/2017 15:43:00","19/10/2017 15:45:00","Very satisfied","periodic e-mails with news & updates","Sign in to my existing account","Very easy",-
"66017432","3996","","","","","19/10/2017 17:05:00","19/10/2017 17:07:00","Very satisfied","I'm happy with the service provided.","Make changes to my existing Operator’s Licence","Very easy",-
"66018746","3997","","","","","19/10/2017 17:29:00","19/10/2017 17:30:00","Very satisfied","N/a","Sign in to my existing account","Fairly difficult ","Password difficulties"
"66039574","3998","","","","","20/10/2017 08:34:00","20/10/2017 08:39:00","Very satisfied","ANNUAL TEST CERTIFICATES NEED TO BE ELECTRONIC - It is archaic that you cannot tax an HGV on line","Make changes to my existing Operator’s Licence","Extremely easy",-
"66041057","3999","","","","","20/10/2017 09:02:00","20/10/2017 09:04:00","Dissatisfied","can not follow up existing appliication","Find licensing information","Neither easy nor difficult",-
